"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2006,"Rhode Island","Unclassified",429,252,12799898,977,50810
2006,"South Carolina","Natural resources and mining",1401,14111,398327767,543,28229
2006,"South Carolina","Construction",16955,126275,4737705507,722,37519
2006,"South Carolina","Manufacturing",5167,253811,11075655620,839,43637
2006,"South Carolina","Trade, transportation, and utilities",32069,368720,11633874962,607,31552
2006,"South Carolina","Information",1525,27631,1302848707,907,47151
2006,"South Carolina","Financial activities",12403,97552,4329710414,854,44384
2006,"South Carolina","Professional and business services",20143,214788,8003279557,717,37261
2006,"South Carolina","Education and health services",9485,170190,6058436853,685,35598
2006,"South Carolina","Leisure and hospitality",11147,209467,2940674370,270,14039
2006,"South Carolina","Other services",11839,48908,1172141575,461,23966
2006,"South Carolina","Unclassified",3088,3451,136610176,761,39583
2006,"South Dakota","Natural resources and mining",550,4099,119907540,562,29250
2006,"South Dakota","Construction",3675,21833,734724408,647,33653
2006,"South Dakota","Manufacturing",1061,41395,1470051819,683,35513
2006,"South Dakota","Trade, transportation, and utilities",7665,79334,2229500390,540,28103
2006,"South Dakota","Information",493,6953,255739665,707,36782
2006,"South Dakota","Financial activities",2936,29158,1124545835,742,38568
2006,"South Dakota","Professional and business services",3667,25633,880017749,660,34332
2006,"South Dakota","Education and health services",2319,53601,1867941786,670,34849
2006,"South Dakota","Leisure and hospitality",3011,42467,485815227,220,11440
2006,"South Dakota","Other services",2086,10312,222495986,415,21577
2006,"Tennessee","Natural resources and mining",931,10195,370616728,699,36353
2006,"Tennessee","Construction",12814,130251,5246776346,775,40282
2006,"Tennessee","Manufacturing",7263,399213,17870106690,861,44763
2006,"Tennessee","Trade, transportation, and utilities",37030,603477,21451400045,684,35546
2006,"Tennessee","Information",2311,49085,2432270251,953,49552
2006,"Tennessee","Financial activities",13897,142411,7621144915,1029,53515
2006,"Tennessee","Professional and business services",21200,320065,12681538573,762,39622
2006,"Tennessee","Education and health services",13093,328328,13282794858,778,40456
2006,"Tennessee","Leisure and hospitality",12023,270190,4572810187,325,16924
2006,"Tennessee","Other services",11607,70464,1822936033,498,25871
2006,"Tennessee","Unclassified",670,1872,86797052,892,46366
2006,"Texas","Natural resources and mining",16760,247356,20637929058,1605,83434
2006,"Texas","Construction",43250,605600,26979853714,857,44551
2006,"Texas","Manufacturing",23441,926610,53252350463,1105,57470
2006,"Texas","Trade, transportation, and utilities",125138,2034037,80472755786,761,39563
2006,"Texas","Information",9326,222814,13484623182,1164,60520
2006,"Texas","Financial activities",57140,619559,35495648580,1102,57292
2006,"Texas","Professional and business services",89231,1229932,61442676794,961,49956
2006,"Texas","Education and health services",53432,1116081,41027801078,707,36761
2006,"Texas","Leisure and hospitality",43664,942155,15653468844,320,16615
2006,"Texas","Other services",50351,278929,7524248069,519,26975
2006,"Texas","Unclassified",9680,18654,697231813,719,37377
2006,"Utah","Natural resources and mining",865,14456,736298426,980,50935
2006,"Utah","Construction",12838,95115,3378213555,683,35517
2006,"Utah","Manufacturing",3893,122215,5104952752,803,41770
2006,"Utah","Trade, transportation, and utilities",17704,232209,7577389476,628,32632
2006,"Utah","Information",1785,31306,1400263500,860,44728
2006,"Utah","Financial activities",10547,71413,3196392752,861,44759
2006,"Utah","Professional and business services",15396,152788,6102775138,768,39943
2006,"Utah","Education and health services",7200,120815,4182692942,666,34621
2006,"Utah","Leisure and hospitality",5744,108363,1552319829,275,14325
2006,"Utah","Other services",6085,29188,726327899,479,24884
2006,"Utah","Unclassified",186,262,9647911,708,36801
2006,"Vermont","Natural resources and mining",414,3048,89602236,565,29395
2006,"Vermont","Construction",3183,17334,658912820,731,38013
2006,"Vermont","Manufacturing",1144,36233,1728615944,917,47708
2006,"Vermont","Trade, transportation, and utilities",5583,59331,1840285449,596,31017
2006,"Vermont","Information",501,6056,248664869,790,41059
2006,"Vermont","Financial activities",1770,12945,637236639,947,49228
2006,"Vermont","Professional and business services",3921,22243,1009585868,873,45388
2006,"Vermont","Education and health services",2210,52015,1793454790,663,34480
2006,"Vermont","Leisure and hospitality",2217,33419,557796649,321,16691
2006,"Vermont","Other services",2005,8970,230325698,494,25679
2006,"Virginia","Natural resources and mining",1972,22092,823783675,717,37289
2006,"Virginia","Construction",26773,249270,10521217699,812,42208
2006,"Virginia","Manufacturing",6076,288264,13106042610,874,45465
2006,"Virginia","Trade, transportation, and utilities",45519,657061,22662729038,663,34491
2006,"Virginia","Information",3946,91782,6915975429,1449,75352
2006,"Virginia","Financial activities",20944,192470,11690538269,1168,60739
2006,"Virginia","Professional and business services",43612,629471,39958961123,1221,63480
2006,"Virginia","Education and health services",17294,377108,14576861970,743,38654
2006,"Virginia","Leisure and hospitality",16701,338612,5420242173,308,16007
2006,"Virginia","Other services",23219,125422,4085682620,626,32576
2006,"Virginia","Unclassified",3239,5342,224676793,809,42055
2006,"Washington","Natural resources and mining",8259,87358,2053731791,452,23509
2006,"Washington","Construction",24254,182170,7969293200,841,43746
2006,"Washington","Manufacturing",7480,281481,16380899394,1119,58195
2006,"Washington","Trade, transportation, and utilities",37929,526402,19853548991,725,37716
2006,"Washington","Information",3202,97725,8903242072,1752,91106
2006,"Washington","Financial activities",17234,153026,8633526241,1085,56419
2006,"Washington","Professional and business services",26577,320487,16903072879,1014,52742
2006,"Washington","Education and health services",17290,317865,11768955043,712,37025
2006,"Washington","Leisure and hospitality",16880,267242,4652624379,335,17410
2006,"Washington","Other services",49505,111775,2585555967,445,23132
2006,"Washington","Unclassified",266,0,106164,6125,318492
2006,"West Virginia","Natural resources and mining",1358,28995,1661032471,1102,57288
2006,"West Virginia","Construction",5595,39598,1504145896,730,37985
2006,"West Virginia","Manufacturing",1510,61007,2698527903,851,44233
2006,"West Virginia","Trade, transportation, and utilities",11835,138992,4039776061,559,29065
2006,"West Virginia","Information",681,11513,453860215,758,39423
2006,"West Virginia","Financial activities",3963,28725,990354291,663,34477
2006,"West Virginia","Professional and business services",5955,59633,1916353560,618,32136
2006,"West Virginia","Education and health services",4825,106329,3468826857,627,32624
2006,"West Virginia","Leisure and hospitality",4402,70805,912943223,248,12894
2006,"West Virginia","Other services",3957,21767,507279223,448,23305
2006,"West Virginia","Unclassified",416,534,21416885,771,40113
2006,"Wisconsin","Natural resources and mining",2167,22043,623803260,544,28299
2006,"Wisconsin","Construction",17453,127348,5691363824,859,44691
2006,"Wisconsin","Manufacturing",10249,505599,23259334316,885,46003
2006,"Wisconsin","Trade, transportation, and utilities",35445,541211,17026594435,605,31460
2006,"Wisconsin","Information",2214,49302,2289451238,893,46437
2006,"Wisconsin","Financial activities",13332,157548,7695992892,939,48849
2006,"Wisconsin","Professional and business services",20608,270595,11518467990,819,42567
2006,"Wisconsin","Education and health services",12886,359597,13564575835,725,37722
2006,"Wisconsin","Leisure and hospitality",15731,259380,3263603434,242,12582
2006,"Wisconsin","Other services",15331,84651,1791110186,407,21159
2006,"Wisconsin","Unclassified",7969,11789,378922229,618,32142
2006,"Wyoming","Natural resources and mining",1456,28815,1855873289,1239,64407
2006,"Wyoming","Construction",3657,23942,955001592,767,39888
2006,"Wyoming","Manufacturing",644,10146,431153690,817,42497
2006,"Wyoming","Trade, transportation, and utilities",5019,49852,1599382221,617,32083
2006,"Wyoming","Information",388,4173,138626594,639,33221
2006,"Wyoming","Financial activities",2053,11117,434014383,751,39039
2006,"Wyoming","Professional and business services",3545,17048,647655408,731,37991
2006,"Wyoming","Education and health services",1739,21561,714514678,637,33139
2006,"Wyoming","Leisure and hospitality",2219,32611,531222969,313,16290
2006,"Wyoming","Other services",1670,8200,222260574,521,27104
2006,"Wyoming","Unclassified",1,0,10975,844,43900
