"year","state","industry","ann_avg_establishment_count","ann_avg_employment","ann_total_wages","ann_avg_weekly_wage","ann_avg_pay"
2005,"Connecticut","Financial activities",10557,142425,16560716283,2236,116277
2005,"Connecticut","Professional and business services",19641,199697,12785510532,1231,64025
2005,"Connecticut","Education and health services",10655,266736,11266762803,812,42239
2005,"Connecticut","Leisure and hospitality",8808,129549,2382011422,354,18387
2005,"Connecticut","Other services",12934,56241,1557992226,533,27702
2005,"Connecticut","Unclassified",341,529,23519619,854,44433
2005,"Delaware","Natural resources and mining",159,0,0,0,0
2005,"Delaware","Construction",3532,0,0,0,0
2005,"Delaware","Manufacturing",680,33181,1742426296,1010,52512
2005,"Delaware","Trade, transportation, and utilities",6946,80392,2782790563,666,34615
2005,"Delaware","Information",335,6681,348700127,1004,52195
2005,"Delaware","Financial activities",2509,45252,3435126829,1460,75911
2005,"Delaware","Professional and business services",8973,62448,3430614993,1056,54936
2005,"Delaware","Education and health services",2162,50205,2107330731,807,41974
2005,"Delaware","Leisure and hospitality",2235,40627,671337021,318,16524
2005,"Delaware","Other services",2208,12945,323310601,480,24976
2005,"Delaware","Unclassified",1,2,99374,1207,62763
2005,"District of Columbia","Natural resources and mining",5,0,0,0,0
2005,"District of Columbia","Construction",802,0,0,0,0
2005,"District of Columbia","Manufacturing",247,2107,159648345,1457,75770
2005,"District of Columbia","Trade, transportation, and utilities",2743,27447,1172581923,822,42721
2005,"District of Columbia","Information",933,22571,2027965632,1728,89850
2005,"District of Columbia","Financial activities",1915,26986,2462500308,1755,91252
2005,"District of Columbia","Professional and business services",7909,141848,11082240792,1502,78128
2005,"District of Columbia","Education and health services",2339,86224,4011254628,895,46521
2005,"District of Columbia","Leisure and hospitality",2109,53692,1521603963,545,28340
2005,"District of Columbia","Other services",7665,55614,3415581949,1181,61415
2005,"District of Columbia","Unclassified",3657,6511,367950212,1087,56510
2005,"Florida","Natural resources and mining",5215,98288,2239227872,438,22782
2005,"Florida","Construction",67988,580051,22214417747,736,38297
2005,"Florida","Manufacturing",16600,399262,17336947103,835,43423
2005,"Florida","Trade, transportation, and utilities",127318,1557136,52865843422,653,33951
2005,"Florida","Information",9609,168633,8913281375,1016,52856
2005,"Florida","Financial activities",64471,525661,27662103991,1012,52623
2005,"Florida","Professional and business services",115059,1322013,52066047027,757,39384
2005,"Florida","Education and health services",49817,905345,34704066673,737,38332
2005,"Florida","Leisure and hospitality",42328,885551,17089645472,371,19298
2005,"Florida","Other services",47864,243405,6275112200,496,25781
2005,"Florida","Unclassified",5678,9520,291638649,589,30634
2005,"Georgia","Natural resources and mining",2567,32432,996681868,591,30731
2005,"Georgia","Construction",26005,209274,8357723983,768,39937
2005,"Georgia","Manufacturing",10020,449805,18987409309,812,42213
2005,"Georgia","Trade, transportation, and utilities",63191,846126,31728174423,721,37498
2005,"Georgia","Information",4215,116369,7638998386,1262,65645
2005,"Georgia","Financial activities",26416,222231,12666092411,1096,56995
2005,"Georgia","Professional and business services",45975,535093,25173310581,905,47045
2005,"Georgia","Education and health services",20797,401300,15531524752,744,38703
2005,"Georgia","Leisure and hospitality",19353,371595,5914213249,306,15916
2005,"Georgia","Other services",19733,97608,2630240840,518,26947
2005,"Georgia","Unclassified",7133,7035,332908118,910,47321
2005,"Hawaii","Natural resources and mining",460,7868,227889527,557,28963
2005,"Hawaii","Construction",3065,33099,1800044634,1046,54384
2005,"Hawaii","Manufacturing",1081,15220,515424806,651,33866
2005,"Hawaii","Trade, transportation, and utilities",7720,117783,3718376405,607,31570
2005,"Hawaii","Information",649,10797,518357993,923,48010
2005,"Hawaii","Financial activities",3563,29324,1413413798,927,48199
2005,"Hawaii","Professional and business services",6357,74245,2959996017,767,39868
2005,"Hawaii","Education and health services",3865,68468,2575421866,723,37615
2005,"Hawaii","Leisure and hospitality",3877,106361,2481754944,449,23333
2005,"Hawaii","Other services",3625,24000,625996021,502,26083
2005,"Hawaii","Unclassified",251,100,5038868,971,50473
2005,"Idaho","Natural resources and mining",2154,23334,611525727,504,26208
2005,"Idaho","Construction",8423,45152,1447760843,617,32064
2005,"Idaho","Manufacturing",2139,62961,2697552760,824,42845
2005,"Idaho","Trade, transportation, and utilities",11207,121728,3475502835,549,28551
2005,"Idaho","Information",810,11064,397909795,692,35963
2005,"Idaho","Financial activities",5017,27723,1055913917,732,38088
2005,"Idaho","Professional and business services",7603,76073,2717203890,687,35718
2005,"Idaho","Education and health services",4515,64800,1972255494,585,30436
2005,"Idaho","Leisure and hospitality",3994,57289,676701761,227,11812
2005,"Idaho","Other services",3174,14889,319285288,412,21444
2005,"Idaho","Unclassified",77,84,3750292,855,44470
2005,"Illinois","Natural resources and mining",2186,25374,966854370,733,38104
2005,"Illinois","Construction",36635,268426,14049587524,1007,52341
2005,"Illinois","Manufacturing",19317,688566,34705809753,969,50403
2005,"Illinois","Trade, transportation, and utilities",77059,1169903,44574534113,733,38101
2005,"Illinois","Information",6237,118514,6998031026,1136,59048
2005,"Illinois","Financial activities",32686,396382,27747447800,1346,70002
2005,"Illinois","Professional and business services",63456,825450,44872962873,1045,54362
2005,"Illinois","Education and health services",28907,734574,28062281815,735,38202
2005,"Illinois","Leisure and hospitality",27900,512039,8676118079,326,16944
2005,"Illinois","Other services",29978,195777,5802963788,570,29641
2005,"Illinois","Unclassified",5745,7876,298759955,730,37935
2005,"Indiana","Natural resources and mining",1638,18544,647879235,672,34937
2005,"Indiana","Construction",17255,148286,6050790654,785,40805
2005,"Indiana","Manufacturing",9101,571058,27536995299,927,48221
2005,"Indiana","Trade, transportation, and utilities",39535,574676,17753700332,594,30893
2005,"Indiana","Information",2086,40307,1750655636,835,43433
2005,"Indiana","Financial activities",15250,136559,6046713962,852,44279
2005,"Indiana","Professional and business services",22418,274491,9868057341,691,35950
2005,"Indiana","Education and health services",13307,350463,12289694616,674,35067
2005,"Indiana","Leisure and hospitality",13457,277335,3906142711,271,14085
2005,"Indiana","Other services",12675,83530,1933456133,445,23147
2005,"Indiana","Unclassified",1839,798,24400920,588,30597
2005,"Iowa","Natural resources and mining",1720,15672,446114756,547,28466
2005,"Iowa","Construction",9299,71427,2729077575,735,38208
2005,"Iowa","Manufacturing",4225,229121,9868672084,828,43072
2005,"Iowa","Trade, transportation, and utilities",24484,303679,8808792791,558,29007
2005,"Iowa","Information",1755,33304,1319082170,762,39607
2005,"Iowa","Financial activities",9344,98351,4657706056,911,47358
2005,"Iowa","Professional and business services",11533,112472,3753418716,642,33372
2005,"Iowa","Education and health services",8209,183849,5804485962,607,31572
2005,"Iowa","Leisure and hospitality",8089,130398,1504597370,222,11539
2005,"Iowa","Other services",7492,40215,893339040,427,22214
2005,"Kansas","Natural resources and mining",1991,17216,608879773,680,35368
2005,"Kansas","Construction",8369,62902,2339938845,715,37200
2005,"Kansas","Manufacturing",3373,180240,7946242540,848,44087
2005,"Kansas","Trade, transportation, and utilities",20749,255096,7916865087,597,31035
2005,"Kansas","Information",1459,39559,2239868132,1089,56621
2005,"Kansas","Financial activities",8724,70411,3122330942,853,44344
2005,"Kansas","Professional and business services",12917,132554,5055189142,733,38137
2005,"Kansas","Education and health services",6892,160057,5146433653,618,32154
2005,"Kansas","Leisure and hospitality",6083,111820,1344638246,231,12025
2005,"Kansas","Other services",7506,37387,848417183,436,22693
2005,"Kentucky","Natural resources and mining",1605,28266,1289725791,877,45629
2005,"Kentucky","Construction",10778,84232,3011687960,688,35755
2005,"Kentucky","Manufacturing",4583,262098,11542299152,847,44038
2005,"Kentucky","Trade, transportation, and utilities",27961,373304,11750352412,605,31477
2005,"Kentucky","Information",1602,29177,1127127982,743,38630
2005,"Kentucky","Financial activities",10107,86955,3769930349,834,43355
2005,"Kentucky","Professional and business services",14918,171856,6084241571,681,35403
2005,"Kentucky","Education and health services",10128,215861,7484359287,667,34672
2005,"Kentucky","Leisure and hospitality",8448,164610,2135991273,250,12976
2005,"Kentucky","Other services",8584,44981,1077906946,461,23963
2005,"Kentucky","Unclassified",1937,2669,116654116,841,43713
2005,"Louisiana","Natural resources and mining",3099,53892,3027041384,1080,56169
2005,"Louisiana","Construction",10258,118805,4289180979,694,36103
2005,"Louisiana","Manufacturing",4190,151758,7497797046,950,49406
2005,"Louisiana","Trade, transportation, and utilities",29582,370199,11421838909,593,30853
2005,"Louisiana","Information",1697,29169,1185077749,781,40628
2005,"Louisiana","Financial activities",13133,94154,3865649903,790,41057
2005,"Louisiana","Professional and business services",18565,187436,6960733229,714,37137
2005,"Louisiana","Education and health services",11882,228535,7125705954,600,31180
2005,"Louisiana","Leisure and hospitality",9538,197757,3069485358,298,15521
2005,"Louisiana","Other services",10348,48670,1175868344,465,24160
2005,"Louisiana","Unclassified",1523,2712,90836952,644,33501
2005,"Maine","Natural resources and mining",1091,5705,164652127,555,28861
2005,"Maine","Construction",6020,30659,1086266129,681,35431
2005,"Maine","Manufacturing",1996,61400,2585619578,810,42111
2005,"Maine","Trade, transportation, and utilities",11312,124445,3462573504,535,27824
2005,"Maine","Information",770,11273,453843250,774,40258
2005,"Maine","Financial activities",3708,32962,1457202028,850,44208
2005,"Maine","Professional and business services",7184,50225,1968989649,754,39204
2005,"Maine","Education and health services",4570,103235,3471640401,647,33629
2005,"Maine","Leisure and hospitality",4645,59168,860041700,280,14536
2005,"Maine","Other services",3669,16340,390842119,460,23919
2005,"Maine","Unclassified",224,162,8355330,993,51629
2005,"Maryland","Natural resources and mining",710,6884,229522171,641,33343
2005,"Maryland","Construction",18677,182971,8397933441,883,45898
2005,"Maryland","Manufacturing",4240,140499,7660839771,1049,54526
2005,"Maryland","Trade, transportation, and utilities",33382,466168,16875676658,696,36201
2005,"Maryland","Information",2829,50368,3122370576,1192,61991
2005,"Maryland","Financial activities",14638,158269,10165022473,1235,64226
2005,"Maryland","Professional and business services",33454,383450,20544242454,1030,53577
2005,"Maryland","Education and health services",16024,340188,13760503014,778,40450
2005,"Maryland","Leisure and hospitality",12383,229171,4194166356,352,18302
2005,"Maryland","Other services",18880,89139,2605772538,562,29233
2005,"Maryland","Unclassified",1741,1693,89559171,1017,52905
2005,"Massachusetts","Natural resources and mining",1106,8719,395664395,873,45377
2005,"Massachusetts","Construction",21783,139440,7456907047,1028,53477
2005,"Massachusetts","Manufacturing",8663,305548,19088333477,1201,62472
2005,"Massachusetts","Trade, transportation, and utilities",45472,567002,22195183841,753,39145
2005,"Massachusetts","Information",4100,87239,6668606898,1470,76441
2005,"Massachusetts","Financial activities",17187,221346,19645614751,1707,88755
2005,"Massachusetts","Professional and business services",40976,461158,30304646337,1264,65714
2005,"Massachusetts","Education and health services",18674,555714,24459315611,846,44014
2005,"Massachusetts","Leisure and hospitality",18529,292418,5748848423,378,19660
2005,"Massachusetts","Other services",31947,119703,3124717474,502,26104
2005,"Michigan","Natural resources and mining",2652,31050,881877148,546,28402
2005,"Michigan","Construction",28769,186996,8415521302,865,45004
2005,"Michigan","Manufacturing",15669,677960,38425066494,1090,56677
2005,"Michigan","Trade, transportation, and utilities",56296,796291,27783143113,671,34891
2005,"Michigan","Information",3561,66639,3504927508,1011,52596
2005,"Michigan","Financial activities",20663,212879,10216098179,923,47990
2005,"Michigan","Professional and business services",38214,589642,31213897483,1018,52937
2005,"Michigan","Education and health services",23801,553584,20622981430,716,37254
2005,"Michigan","Leisure and hospitality",22421,402477,5743562477,274,14271
2005,"Michigan","Other services",21294,133190,3323736349,480,24955
2005,"Michigan","Unclassified",15379,13665,566299230,797,41443
2005,"Minnesota","Natural resources and mining",2061,22032,723532759,632,32840
2005,"Minnesota","Construction",18436,129449,5951367964,884,45975
2005,"Minnesota","Manufacturing",8860,347068,16974679002,941,48909
2005,"Minnesota","Trade, transportation, and utilities",39258,523964,18907210174,694,36085
2005,"Minnesota","Information",3042,59344,3265517928,1058,55027
2005,"Minnesota","Financial activities",17947,177713,10991205450,1189,61848
2005,"Minnesota","Professional and business services",25196,306576,16744790600,1050,54619
2005,"Minnesota","Education and health services",13138,370476,13710501162,712,37008
2005,"Minnesota","Leisure and hospitality",14039,242304,3446173180,274,14222
2005,"Minnesota","Other services",13654,87393,2129196930,469,24363
2005,"Minnesota","Unclassified",153,179,3534987,380,19739
2005,"Mississippi","Natural resources and mining",2268,20609,625940649,584,30372
2005,"Mississippi","Construction",5939,52169,1699112983,626,32570
2005,"Mississippi","Manufacturing",2932,178381,6163814292,665,34554
2005,"Mississippi","Trade, transportation, and utilities",19099,219404,6064551779,532,27641
2005,"Mississippi","Information",1057,14316,540132849,726,37731
2005,"Mississippi","Financial activities",7083,45581,1655257633,698,36315
2005,"Mississippi","Professional and business services",8526,87631,2802242646,615,31978
2005,"Mississippi","Education and health services",5887,112924,3673193679,626,32528
2005,"Mississippi","Leisure and hospitality",5295,122911,1872401782,293,15234
2005,"Mississippi","Other services",5398,23928,537153125,432,22448
2005,"Missouri","Natural resources and mining",1604,16380,662711271,778,40459
2005,"Missouri","Construction",18335,143866,5991056756,801,41643
2005,"Missouri","Manufacturing",7617,308890,13561812023,844,43905
2005,"Missouri","Trade, transportation, and utilities",40801,536752,17005048054,609,31681
2005,"Missouri","Information",2816,63595,3226886259,976,50741
2005,"Missouri","Financial activities",17130,157105,7197479406,881,45813
2005,"Missouri","Professional and business services",24557,319992,15377722139,924,48057
2005,"Missouri","Education and health services",14449,344617,12226956625,682,35480
2005,"Missouri","Leisure and hospitality",13647,272896,4179493947,295,15315
2005,"Missouri","Other services",19333,83289,1936300396,447,23248
2005,"Montana","Natural resources and mining",1308,11158,506699067,873,45412
2005,"Montana","Construction",5551,27565,936998005,654,33992
2005,"Montana","Manufacturing",1340,19508,720719191,710,36945
2005,"Montana","Trade, transportation, and utilities",8418,84827,2289607261,519,26991
2005,"Montana","Information",752,7785,276088694,682,35464
2005,"Montana","Financial activities",3494,21234,783165875,709,36883
2005,"Montana","Professional and business services",5642,35120,1104311537,605,31444
2005,"Montana","Education and health services",3332,55803,1720159092,593,30825
2005,"Montana","Leisure and hospitality",4407,55192,652681659,227,11826
2005,"Montana","Other services",3295,15700,332571802,407,21183
2005,"Montana","Unclassified",184,251,11653658,892,46398
2005,"Nebraska","Natural resources and mining",1452,11739,317893176,521,27080
2005,"Nebraska","Construction",6481,46425,1635008813,677,35218
2005,"Nebraska","Manufacturing",2065,101337,3705831269,703,36569
2005,"Nebraska","Trade, transportation, and utilities",14249,188142,5355766521,547,28467
2005,"Nebraska","Information",951,20363,934304170,882,45882
2005,"Nebraska","Financial activities",5845,61616,2717400194,848,44102
2005,"Nebraska","Professional and business services",8077,96665,3816708974,759,39484
2005,"Nebraska","Education and health services",4677,108245,3711105378,659,34284
2005,"Nebraska","Leisure and hospitality",4756,79036,882992298,215,11172
2005,"Nebraska","Other services",4499,25998,592548119,438,22792
2005,"Nevada","Natural resources and mining",504,12722,718469351,1086,56476
2005,"Nevada","Construction",6727,135055,6064318721,864,44902
2005,"Nevada","Manufacturing",2038,47806,2079084040,836,43490
2005,"Nevada","Trade, transportation, and utilities",14462,214777,7395772227,662,34435
2005,"Nevada","Information",1093,14677,821518025,1076,55973
2005,"Nevada","Financial activities",9758,65255,3221387929,949,49366
2005,"Nevada","Professional and business services",13824,145595,6913883234,913,47487
2005,"Nevada","Education and health services",5989,84215,3611475751,825,42884
2005,"Nevada","Leisure and hospitality",6360,327512,9082819808,533,27733
2005,"Nevada","Other services",4061,26503,759722443,551,28665
2005,"Nevada","Unclassified",1097,969,57337263,1138,59166
2005,"New Hampshire","Natural resources and mining",360,2526,79674282,607,31543
2005,"New Hampshire","Construction",5088,29434,1332208870,870,45261
2005,"New Hampshire","Manufacturing",2341,80081,4172471081,1002,52103
2005,"New Hampshire","Trade, transportation, and utilities",12688,140549,4997633017,684,35558
2005,"New Hampshire","Information",835,12699,783802979,1187,61720
2005,"New Hampshire","Financial activities",3763,37350,2267762984,1168,60717
2005,"New Hampshire","Professional and business services",8250,59136,3192075900,1038,53979
2005,"New Hampshire","Education and health services",4005,91531,3589091992,754,39212
2005,"New Hampshire","Leisure and hospitality",4008,63296,1010081807,307,15958
2005,"New Hampshire","Other services",3601,19048,537959142,543,28242
2005,"New Hampshire","Unclassified",366,508,32095460,1216,63242
2005,"New Jersey","Natural resources and mining",1092,11369,335359720,567,29497
2005,"New Jersey","Construction",24934,166815,8754808114,1009,52482
2005,"New Jersey","Manufacturing",10730,326233,19885205952,1172,60954
2005,"New Jersey","Trade, transportation, and utilities",59013,864054,36584147997,814,42340
2005,"New Jersey","Information",3943,95823,6890829641,1383,71912
2005,"New Jersey","Financial activities",20442,263904,20766734857,1513,78690
2005,"New Jersey","Professional and business services",47093,587224,36158787943,1184,61576
2005,"New Jersey","Education and health services",25736,509549,21443089755,809,42083
2005,"New Jersey","Leisure and hospitality",20647,328725,6698956094,392,20379
2005,"New Jersey","Other services",22935,121467,3846033420,609,31663
2005,"New Jersey","Unclassified",28859,33684,1164388074,665,34569
2005,"New Mexico","Natural resources and mining",1477,28622,1149917219,773,40176
2005,"New Mexico","Construction",6068,54356,1796276037,636,33046
2005,"New Mexico","Manufacturing",1672,36306,1519212946,805,41844
2005,"New Mexico","Trade, transportation, and utilities",10872,138417,3970786227,552,28687
2005,"New Mexico","Information",882,14651,535107672,702,36523
2005,"New Mexico","Financial activities",4881,33617,1265387942,724,37641
2005,"New Mexico","Professional and business services",8189,92472,3889341928,809,42060
2005,"New Mexico","Education and health services",4611,93236,2977496050,614,31935
2005,"New Mexico","Leisure and hospitality",4220,83763,1097347331,252,13101
2005,"New Mexico","Other services",3981,21362,498665175,449,23344
2005,"New Mexico","Unclassified",378,343,16796872,941,48923
2005,"New York","Natural resources and mining",2564,26824,780394822,559,29093
2005,"New York","Construction",45064,323150,16306246780,970,50460
2005,"New York","Manufacturing",19686,579094,30080659707,999,51944
2005,"New York","Trade, transportation, and utilities",120540,1486017,57651645919,746,38796
2005,"New York","Information",10535,268341,20442789538,1465,76182
2005,"New York","Financial activities",61644,709556,89283966121,2420,125831
2005,"New York","Professional and business services",85069,1077175,70712649579,1262,65646
2005,"New York","Education and health services",55501,1436597,55716749164,746,38784
2005,"New York","Leisure and hospitality",48491,666486,15443889759,446,23172
2005,"New York","Other services",61415,314406,9182934656,562,29207
2005,"New York","Unclassified",38546,41017,1471351603,690,35872
2005,"North Carolina","Natural resources and mining",3038,32831,959324035,562,29220
2005,"North Carolina","Construction",27832,232261,8148396340,675,35083
2005,"North Carolina","Manufacturing",10769,569146,24306916380,821,42708
2005,"North Carolina","Trade, transportation, and utilities",56385,742203,24008716934,622,32348
2005,"North Carolina","Information",3325,76745,4186795932,1049,54555
2005,"North Carolina","Financial activities",21996,192599,10856834343,1084,56370
2005,"North Carolina","Professional and business services",37044,447782,19093332813,820,42640
2005,"North Carolina","Education and health services",19617,447234,15457309049,665,34562
2005,"North Carolina","Leisure and hospitality",18721,358318,5147661571,276,14366
2005,"North Carolina","Other services",17567,97229,2259908455,447,23243
2005,"North Carolina","Unclassified",9608,12591,339173840,518,26939
2005,"North Dakota","Natural resources and mining",716,6983,313130173,862,44841
2005,"North Dakota","Construction",2882,17222,614884648,687,35704
2005,"North Dakota","Manufacturing",824,25903,942277779,700,36377
2005,"North Dakota","Trade, transportation, and utilities",6815,72773,2116010658,559,29077
2005,"North Dakota","Information",414,7651,315496443,793,41234
2005,"North Dakota","Financial activities",2426,18334,655590280,688,35757
2005,"North Dakota","Professional and business services",3077,26324,822858657,601,31259
2005,"North Dakota","Education and health services",1665,47049,1506508245,616,32020
2005,"North Dakota","Leisure and hospitality",2232,31136,321251789,198,10318
2005,"North Dakota","Other services",1911,11233,218391614,374,19442
2005,"Ohio","Natural resources and mining",1987,24925,927473605,716,37210
2005,"Ohio","Construction",28661,232472,9408638079,778,40472
2005,"Ohio","Manufacturing",17979,811894,39140027140,927,48208
2005,"Ohio","Trade, transportation, and utilities",69059,1035829,33973820859,631,32799
2005,"Ohio","Information",4071,89876,4504360862,964,50118
2005,"Ohio","Financial activities",28541,299322,14663312259,942,48988
2005,"Ohio","Professional and business services",45241,643266,28460972893,851,44245
2005,"Ohio","Education and health services",27636,750229,26112092350,669,34806
2005,"Ohio","Leisure and hospitality",25814,499494,6684297024,257,13382
2005,"Ohio","Other services",24652,165617,3820497700,444,23068
2005,"Ohio","Unclassified",1101,2370,74169589,602,31292
2005,"Oklahoma","Natural resources and mining",3177,43508,2536398130,1121,58297
2005,"Oklahoma","Construction",8937,66118,2143793220,624,32424
2005,"Oklahoma","Manufacturing",4669,144752,5712223580,759,39462
2005,"Oklahoma","Trade, transportation, and utilities",21522,278139,8329237583,576,29946
2005,"Oklahoma","Information",1638,30214,1262417667,804,41782
2005,"Oklahoma","Financial activities",9885,79335,2998730266,727,37798
2005,"Oklahoma","Professional and business services",15401,170565,5648525747,637,33117
2005,"Oklahoma","Education and health services",9763,176498,5525966475,602,31309
2005,"Oklahoma","Leisure and hospitality",7113,132875,1564228227,226,11772
2005,"Oklahoma","Other services",6707,36059,818704307,437,22705
2005,"Oklahoma","Unclassified",409,799,30724046,739,38445
2005,"Oregon","Natural resources and mining",3587,48871,1236026450,486,25292
2005,"Oregon","Construction",14177,89889,3586867065,767,39903
2005,"Oregon","Manufacturing",5950,203232,9797854932,927,48210
2005,"Oregon","Trade, transportation, and utilities",25299,325114,11222040999,664,34517
2005,"Oregon","Information",2264,33566,1804729768,1034,53766
2005,"Oregon","Financial activities",12095,87527,4119065906,905,47060
2005,"Oregon","Professional and business services",18049,186389,7577866058,782,40656
2005,"Oregon","Education and health services",11436,192884,7010318873,699,36345
2005,"Oregon","Leisure and hospitality",10654,158783,2397980720,290,15102
2005,"Oregon","Other services",12782,60037,1464161767,469,24387
2005,"Oregon","Unclassified",592,624,30867074,952,49500
2005,"Pennsylvania","Natural resources and mining",2768,42398,1588801059,721,37473
2005,"Pennsylvania","Construction",31290,253922,11449863065,867,45092
2005,"Pennsylvania","Manufacturing",16522,682283,32265264489,909,47290
2005,"Pennsylvania","Trade, transportation, and utilities",78111,1115404,37435510048,645,33562
2005,"Pennsylvania","Information",5102,109462,5799731438,1019,52984
2005,"Pennsylvania","Financial activities",28347,335126,19243854914,1104,57423
2005,"Pennsylvania","Professional and business services",49793,656327,33824964551,991,51537
2005,"Pennsylvania","Education and health services",40780,966536,36377079125,724,37637
2005,"Pennsylvania","Leisure and hospitality",29612,483258,7285213290,290,15075
2005,"Pennsylvania","Other services",34553,192086,4635369275,464,24132
2005,"Pennsylvania","Unclassified",310,365,19784338,1041,54154
2005,"Rhode Island","Natural resources and mining",190,1121,34255328,588,30562
2005,"Rhode Island","Construction",4216,21704,972102111,861,44789
2005,"Rhode Island","Manufacturing",2211,55016,2296569445,803,41744
2005,"Rhode Island","Trade, transportation, and utilities",7759,79603,2586319992,625,32490
2005,"Rhode Island","Information",622,10769,661613526,1182,61439
2005,"Rhode Island","Financial activities",2882,32642,1704275649,1004,52211
2005,"Rhode Island","Professional and business services",6202,54861,2522868904,884,45986
2005,"Rhode Island","Education and health services",3425,90283,3341830464,712,37015
2005,"Rhode Island","Leisure and hospitality",3388,50080,784896116,301,15673
2005,"Rhode Island","Other services",3342,18278,441987743,465,24182
2005,"Rhode Island","Unclassified",727,487,30065788,1188,61800
2005,"South Carolina","Natural resources and mining",1337,14080,385671259,527,27391
